Codigo;Razon Social;Sucursal;Direccion Fiscal;Nro de RIF;Persona Contacto;Telefono;Direccion de Recolecta;Estatus;Email;Tarifa;Mod. Pago;F. Ult. Guia;
CR465G;TOP SHOP ELECTRONICS.;MCY;AV. LAS DELICIAS, URB. LAS DELICIAS, C.C. LAS AMERICAS, PB, AL LADO DE KODAK, PARROQUIA GIRARDOT, MUNICIPIO GIRARDOT, MARACAY-EDO. ARAGUA, ZONA POSTAL 2102.;J-30362832-0;ANTONIO YAMINE;0273-237.80.83;AV. LAS DELICIAS, URB. LAS DELICIAS, C.C. LAS AMERICAS, PB, AL LADO DE KODAK, PARROQUIA GIRARDOT, MUNICIPIO GIRARDOT, MARACAY-EDO. ARAGUA, ZONA POSTAL 2102.;ACTIVO;tiendastop@yahoo.com;TARIFA NAC2012;CREDITO;2012-08-06;
CR465H;TELEFON IMPORT;BNS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-00075911-1;JHON URBINA;0273.532.42.20/16.57/0414.568.15.80;AV. 23 DE ENERO, EDIFICIO TERRANOSTRA PB, FRENTE AL BANCO PROVINCIAL, PARROQUIA EL CARMEN-BARINAS. (DIAS DE RECOLECTA VIERNES TODO EL DIA);ACTIVO;;TARIFA NAC2012;CREDITO;;
CR465I;J.V.G HOGAR, C.A (VALENCIA);VLN;NAGUANAGUA, AV CAELOS CARDENAZ, URB MA?ONGO, C.C SAMBIL EXPRESS. VALENCIA EDO CARABOBO. CP 2005.;J-00360769-0;CARLOS ROJAS/ LUIS PEREZ;0241-774-0047;AVENIDA LUIS ERNESTO BRANGER, ZONA INDUSTRIAL MUNICIPAL SUR "ALMACEN LOGISTICO" DISTRIBUIDOR DIVENCA AL FRENTE DE GOOD GEAR, VALENCIA EDO. CARABOBO. (DIAS DE LUNES A VIERNES DE 3:30 A 4PM).;ACTIVO;tienda.valencia@jvg.com;TARIFA NAC2012;CREDITO;;
CR465J;SONY STORE (VALENCIA);VLN;AV. 107, C.C. SAMBIL VALENCIA, NIVEL FERIA, LOCAL F-44, ENTRE PASILLO HOME Y PASILLO PRIMERA BASE, MUNICIPIO NAGUA NAGUA, MO?ONGO-EDO. CARABOBO, ZONA POSTAL 2001.;J-00075911-1;FRANCISCO GONZALEZ;0241-841.12.50/12.49;AV. 107, C.C. SAMBIL VALENCIA, NIVEL FERIA, LOCAL F-44, ENTRE PASILLO HOME Y PASILLO PRIMERA BASE, MUNICIPIO NAGUA NAGUA, MO?ONGO-EDO. CARABOBO, ZONA POSTAL 2001.;ACTIVO;francisco.gonzalez4@am.sony.com;TARIFA NAC2012;CREDITO;2012-07-25;
CR465K;PABLO ELECTRONICA;CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-00165868-8;NELSON GAMATA;0212-572-87-68/572-76-85;ALCABALA A PUENTE ANAUCO CC ANVI PB LOCALES 1,2 Y 3. A DOS CUADRAS DE LA CRUZ ROJA, LA CANDELARIA. CARACAS. (DIAS MARTES TRANSCURSO DEL DIA).;ACTIVO;pabloelectronica.vtas@gmail.com;TARIFA NAC2012;CREDITO;2012-08-01;
CR465L;SONELECTRIC II;CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-30472751-8;OLGA ALVAREZ;0212-266-51-62;AV. FCO. DE MIRANDA C/C MOHEDANO, EDIF. SOROCAIMA PB, FRENTE A LA CANTV, CHACAO. CARACAS. (DIAS LUNES DESPUES DEL MEDIODIA);ACTIVO;ventas@sonelectric2.com;TARIFA NAC2012;CREDITO;2012-08-07;
CR465M;AUDIO MATCH, C.A.;CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-31347527-0;ANTONIETA RAGUSA;0212-576-02-85/ 578-33-39;ESQ FERENQUIN A CRUZ DE CANDELARIA, EDF. JARDININFAN PB LOCAL. 3, DIAGONAL A LA PLAZA LA CANDELARIA,  LA CANDELARIA. CARACAS,. (DIAS LUNES DESPUES DE LAS 2PM);ACTIVO;antonietaragusa@hotmail.com;TARIFA NAC2012;CREDITO;2012-08-01;
CR465N;GRUPO SAMP (MAX CENTER) BOLEITA;CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-29386816-5;ANGELA SABORIDO;0212-239-22-23;URB BOLEITA NORTE CALLE "E" EDIF MARLON PH FRENTE A LABORATORIOS MEYER, PARROQUIA LEONCIO MARTINEZ, MUNICIPIO SUCRE BOLEITA NORTE. (DIAS MIERCOLES DE 2 A 5PM);ACTIVO;asaborido@maxcenter.com.ve;TARIFA NAC2012;CREDITO;;
CR465O;J.V.G HOGAR, C.A (CARACAS);CCS;AV SUCRE ENTRE TRANSVERSAL 8VA Y 9NA, URB LOS DOS CAMINOS EDIF JVG PB, DEPART DE VENTAS FRENTE A FERRETERIA FERREMIL, PARROQUIA LEONCIO MARTINEZ MUNICIPIO SUCRE.;J-00360769-0;GUSTAVO LUGO;0212-285.57.85/67.01/0414.299.26.96;AV SUCRE ENTRE TRANSVERSAL 8VA Y 9NA, URB LOS DOS CAMINOS EDIF JVG PB, DEPART DE VENTAS FRENTE A FERRETERIA FERREMIL, PARROQUIA LEONCIO MARTINEZ MUNICIPIO SUCRE.(DIAS MARTES DE 8AM A 12M);ACTIVO;gustavo.lugo@jvg.com;TARIFA NAC2012;CREDITO;2012-07-12;
CR465P;INVERSIONES NESTRAM (ELECTROFERTA);CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-29588722-1;NESTOR RAMBAL/ ADOLFO RAMBAL;0212-762-99-54;BOULEVARD DE SABANA GRANDE, C.C. CITY MARKET, NIVEL PLAZA PB, LOCALES 126 Y 127, "ELECTROOFERTA" PARROQUIA EL RECREO, CARACAS. (DIAS DE LUNES A VIERNES DE 10AM A 8PM) ;ACTIVO;electrooferta@gmail.com;TARIFA NAC2012;CREDITO;2012-08-07;
CR465Q;DISTRIBUIDORA ELECTRO HOGAR D.E.H.;CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-31132676-6;VICENTE LATENTA;0212-576-86-37;ESQ CRUZ A MIGUELACHO, RESIDENCIAS CANDELARIA PLAZA, PB, LOCALES 6,7 Y 8, FRENTE A FARMATODO DE LA CANDELARIA, LA CANELARIA, CARACAS. (DIAS DE LUNES A VIERNES DESPUES DE LAS 10:00 AM);ACTIVO;distribuidoraelectrohogar@gmail.com;TARIFA NAC2012;CREDITO;2012-07-19;
CR465R;SONY STYLE (CARACAS);CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-00075911-1;MARVIC DAVILA;0212-263-18-83/ 15-85/ 27-52;FINAL AV. LIBERTADOR, CENTRO SAMBIL, NIVEL ACUARIO, PLAZA EL ARTE, LOC. AC-626. FRENTE HOTEL SHELTER, CARACAS. ( DIAS LUNES A PARTIR DE LAS 12M);ACTIVO;marvic.davila@am.sony.com;TARIFA NAC2012;CREDITO;2012-08-10;
CR465S;CASA INAMOTO;BRM;AV. 20 ENTRE 27 Y 28. BARQUISIMETO, LARA.;J-08505330-1;ANGEL CAMPOS;0251-232.3812/0416.2563569;PARROQUIA CATEDRAL AV. 20 ENTRE CALLLES 27 Y 28, SECTOR CENTRO EDIF. INAMOTO, AL LADO DE LA TORRE DEL BANCO PROVINCIAL. BARQUISIMETO EDO.LARA. (DIAS DE RECOLECTA MARTES Y MIERCOLES TODO EL DIA);ACTIVO;inamoto.adm@gmail.com;TARIFA NAC2012;CREDITO;2012-06-13;
CR465T;COMPULIGHT;BRM;AVENIDA LOS LEONES CON AV. LIBERTADOR SECTOR ESTE C.C CIUDAD LAS TRINITARIAS LOCAL 17 E PLANTA BAJA BARQUISIMETO, EDO. LARA;J-31357543-7;RAFAEL ALBURJAS;0251-2554451;AVENIDA LOS LEONES CON AV. LIBERTADOR SECTOR ESTE C.C CIUDAD LAS TRINITARIAS LOCAL 17 E PLANTA BAJA BARQUISIMETO, EDO. LARA;ACTIVO;compulight@hotmail.com;TARIFA NAC2012;CREDITO;2012-06-13;
CR465U;LA RANA, C.A.;BRM;EDO LARA, MUN IRIBARREN, PARROQUIA CATEDRAL, CARRERA 19 ENTRE CALLE 34 Y35, SECTOR CENTRO EDIF LA RANA.;J-08507607-7;NOEMI BRICE?O;0416650-0739/0414-5356232;EDO LARA, MUN IRIBARREN, PARROQUIA CATEDRAL, CARRERA 19 ENTRE CALLE 34 Y35, SECTOR CENTRO EDIF LA RANA.;ACTIVO;noemibricenod@yahoo.com.ve;TARIFA NAC2012;CONTADO;2012-03-10;
CR465V;SONIDO INTERNACIONAL, C.A;MRD;EDO MERIDA, MUN LIBERTADOR, PARROQUIA SAGRARIO, AVENA 3 ENTRE CALLE 19 Y 20, EDIF TRUJILLO LOCAL 19-24. C.P. 5101;J-30139160-8;DALIA DAVILA;0274-252-9072;EDO MERIDA, MUN LIBERTADOR, PARROQUIA SAGRARIO, AVENA 3 ENTRE CALLE 19 Y 20, EDIF TRUJILLO LOCAL 19-24. C.P. 5101;ACTIVO;kmsonido01@gmail.com;TARIFA NAC2012;CREDITO;2012-07-16;
CR465W;J.V.G HOGAR, C.A (LA CASCADA);CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-00360769-0;PABLO GARCIA;0212-383-17-04/ 23-45;CARRETERA PANAMERICANA KM. 21 C.C. LA CASCADA NIVEL 2, LOCAL. 23 MUNICIPIO CARRIZAL, LOS TEQUES EDO MIRANDA, FRENTE A MONTA?A ALTA. (DIAS VIERNES TRANSCURSO DEL DIA).;ACTIVO;german.cumaray@jvg.com;TARIFA NAC2012;CREDITO;;
CR465X;J.V.G HOGAR, C.A (BUENAVENTURA);GRN;EDO MIRANDA  MUN ZAMORA C.C BUENAVENTURA 70G 71GUATIRE;J-003607690;JOE DORTA;0212-381-0357/3811365;EDO MIRANDA  MUN ZAMORA C.C BUENAVENTURA 70G 71GUATIRE;ACTIVO;;TARIFA NAC2012;CREDITO;;
CR465Y;SIGO (MATURIN);MUN;FINAL AVENIDA RA?L LEONI, PROLONGACI?N SUR. CENTRO COMERCIAL SIGO. MATUR?N. ESTADO MONAGAS C.P.6201;J-29430577-6;SUGEI DIAZ;0291-3002609/3002635;FINAL AVENIDA RA?L LEONI, PROLONGACI?N SUR. CENTRO COMERCIAL SIGO. MATUR?N. ESTADO MONAGAS C.P.6201;ACTIVO;sugei.diaz@sigosa.com;TARIFA NAC2012;CREDITO;2012-08-02;
CR465Z;J.J.PEREZ ALEMAN & CIA, S.A (CUMANA);CUM;AV.INTERCOMUNAL JORGE RODRIGUEZ EDIF.JJ PEREZ ALEMAN SECTOR CRUCERO DE LECHERIA ESTADO ANZOATEGUI.;J-08003095-8;MARIETTA GUINAND;0414-840-7362;AV. MARINO, EDIFICIO SAN JOSE, PB, DIAGONAL A LA PLAZA DEL ESTUDIANTE, CUMANA, SUCRE.;ACTIVO;marietguinand@hotmail.com/ventas.cumana@jjpa.com.v;TARIFA NAC2012;CREDITO;2012-07-16;
CR465AA;CIRO SANCHEZ Y CIA DIEZ CON DIEZ, S.A.;SVZ;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-30056287-5;MIGUEL MARI?O;0276.341.90.51/515.62.02;PARROQUIA SAN JUAN BAUTISTA CALLE 10 CON CARRERA 10 ESQUINA, EDF. VITELA  P.B. SAN CRISTOBAL EDO. TACHIRA.(DIA DE RECOLECTA LUNES EN LA TARDE);ACTIVO;credito-cobranza@cirosanchez.com.ve;TARIFA NAC2012;CREDITO;2012-08-09;
CR465BB;FREDDY MORENO, C.A.;SVZ;EDO TACHIRA MUN SAN CRISTOBAL, AV #5-70 FRENTE A CORPOINTA. C.P. 5001;J-30564398-9;TERESA CHACON;0276-3470584;EDO TACHIRA MUN SAN CRISTOBAL, AV #5-70 FRENTE A CORPOINTA. C.P. 5001;ACTIVO;famoreno@cantv.net;TARIFA NAC2012;CREDITO;2012-08-09;
CR465CC;EBLA, C.A.;BRM;4TA AVENIDA ENTRE AV CARACAS Y CALLE 11,SECTOR PANTEON, EDIF EBLA P.B. LOCAL 02. SAN FELIPE,  EDO YARACUY.;J-00075911-1;IRANIA SILVA;0254232.09.27;4TA AVENIDA ENTRE AV CARACAS Y CALLE 11,SECTOR PANTEON, EDIF EBLA P.B. LOCAL 02. SAN FELIPE,  EDO YARACUY.;ACTIVO;eblaca@hotmail.com/ ebla_compras@hotmail.com;TARIFA NAC2012;CREDITO;2012-07-16;
CR465DD;TECNI SONIDO (LAGO MALL);MAR;AV 2 EL MILAGRO, C.C LAGO MALL NIVEL PLAZA. MARACAIBO, ZULIA.;J-070176598; ANA DE SANCHEZ;0261-7913902;AV 9B ENTRE CALLE 77 Y 78, SECTOR 5 DE JULIO DIAGONAL AL BANCO INDUSTRIAL./ TECNISONIDO, C.C. LAGO MALL, AV 2 SECTOR EL MILAGRO NIVEL PLAZA LOCAL 13. 14. Y15;ACTIVO;asanoja.tecnisonido@hotmail.com;TARIFA NAC2012;CREDITO;2012-08-06;
CR465EE;TECNI SONIDO, C.A;MAR;AV. 9 B, ESQ. CALLE 77 Y 78, CC BUENOS AIRES LOCAL 7, 8 Y 9 SECTOR 5 DE JULIO. MARACAIBO, ZULIA.;J-00075911-1;ALBERTO SANOJA;04146478225/026153.68.7982852/;AV. 9 B, ESQ. CALLE 77 Y 78, CC BUENOS AIRES LOCAL 7, 8 Y 9 SECTOR 5 DE JULIO. MARACAIBO, ZULIA.;ACTIVO;asanoja.tecnisonido@hotmail.com;TARIFA NAC2012;CREDITO;2012-08-06;
CR465FF;SONY STYLE (BARQUISIMETO);BRM;LARA, MUN IRIBARREN, PARROQUIA CATEDRAL, AV VENEZUELA CON AV BRACAMONTE, C.C. SAMBIL BARQUISIMETO. C.P 3001;J-00075911-1;EDIXON MOLLETONES;0412-525-4591/0251-713-7962;LARA, MUN IRIBARREN, PARROQUIA CATEDRAL, AV VENEZUELA CON AV BRACAMONTE, C.C. SAMBIL BARQUISIMETO. C.P 3001;ACTIVO;edixon.molletones@am.sony.com;TARIFA NAC2012;CREDITO;2012-06-22;
CR465GG;SONY STYLE (MARACAIBO);MAR;EDO ZULIA, MUN MARACAIBO, PARROQUIA IDELFONSO BASQUES, SECTOR MARA NORTE C.C. SAMBIL MARACAIBO.;J-000759111;CARLOS URDANETA;0261.740.08.38/ 740.08.39/740.08.40;EDO ZULIA, MUN MARACAIBO, PARROQUIA IDELFONSO BASQUES, SECTOR MARA NORTE C.C. SAMBIL MARACAIBO.;ACTIVO;carlos.urdaneta@am.sony.com;TARIFA NAC2012;CREDITO;2012-07-30;
CR467;PREVENCA C.A;CCS;AV PPAL SAN BERNARDINO CTRO COMERCIAL LA ESTRELLA NIVEL 1 LOCAL 11. CARACAS;J-29409703-0;ISAIDA BENAVIDES;0212 5373972;AV PPAL SAN BERNANDINO CTRO COMERCIAL LA ESTRELLA NIVEL 1 LOCAL 11. CARACAS;ACTIVO;ventasprevenca@hotmail.com;TARIFA NAC2012;CREDITO;2012-08-07;
CR468;INVERSIONES BINGIN, C.A;LGR;AV. PRINCIPAL PLAYA HUMBOLT II,  APTO E 21, URBANIZACION LA LLANADA;J-29974985-0;RUNDU MUJICA;04142664915;AV. PRINCIPAL PLAYA HUMBOLT II,  APTO E 21, URBANIZACION LA LLANADA;ACTIVO;inversionesbingin@hotmail.com;TARIFA NAC2012;COBRO EN DESTINO;2010-12-22;
CR469;ESCABARR IMPORT, C.A;BRM;CALLE 13, CON CARRERA 27, EDIF DON FELICE, PISO PB, LOCAL 01, SECTOR ESTE, BARQUISIMETO;J-31531151-8;DAVID ESCARLARR;04245338609;.;ACTIVO;.;TARIFA NAC2012;CREDITO;2010-11-30;
CR470;ANAIS DIGITAL/INVERSIONES JETES;VLN;AV. RIO ORINOCO C.C EL PARRAL PISO 1 LOCAL T-8 31 VALENCIA.;J-298812176;DANIEL BOLIVAR;0241-8244795;AV. RIO ORINOCO C.C EL PARRAL PISO 1 LOCAL T-8 31 VALENCIA, (SUBIENDO POR LAS 4 AVENIDAS DEL PREBO, FRENTE AL CENTRO COMERCIAL PIAZZA);ACTIVO;ventasval@anaisdigital.com;TARIFA NAC2012;CREDITO;;
CR471;NO USAR INVERSIONES JETES / COMPUTACION ANAIS;CCS;URB. LOS DOS CAMINOS. CALLE AVILA 1 ENTRE 5TA Y 8VA TRANSVERSAL. QUINTA ISEL, INTERCOMUNICADOR 3. CARACAS.;J-296346810;PEDRO GUTIERREZ;0212-2378755;URB. LOS DOS CAMINOS. CALLE AVILA 1 ENTRE 5TA Y 8VA TRANSVERSAL. QUINTA ISEL, INTERCOMUNICADOR 3. CARACAS.;INACTIVO;ventas@anaisdigital.com;TARIFA NAC2012;CREDITO;2011-10-21;
CR472;NO USAR/ JETES DISTRIBUIDORA CREATIVIDAD EN TI;CCS;PALO VERDE CALLE 3, QUITA ZORY CARACAS;J-197386149;YULEIDY ALVES;0212-2516192;PALO VERDE CALLE 3, QUITA ZORY CARACAS;INACTIVO;creatividadenti2010@gmail.com;TARIFA NAC2012;CREDITO;2011-03-09;
CR473;GLS SOLUCIONES, C.A;CCS;AVENIDA FRANCISCO DE MIRANDA CON CALLE CAPITOLIO, EDIFICIO BAZAR BOLIVAR, PISO 12 OF 1203-A BOLEITA SUR ZP 1071;J-29706925-9;GERARDO GARCIA/ CAROLINA VARGAS;02122397383/04123869206;AVENIDA FRANCISCO DE MIRANDA CON CALLE CAPITOLIO, EDIFICIO BAZAR BOLIVAR, PISO 12 OF 1203-A BOLEITA SUR ZP 1071;ACTIVO;ggarcia@gbs.com.ve;TARIFA NAC2012;CREDITO;2012-07-18;
CR474;CALZADOS GUSTI, C.A;CCS;CALLE D, GALPON NRO 3, URB EL RECREO, ZONA GUAYABAL, GUATIRE;J-29563929-5;.;.;.;ACTIVO;.;TARIFA NAC2012;CREDITO;2010-12-10;
CR475;SONY DE VENEZUELA, S.A (GARANTIAS);CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-00075911-1;CARLOS LANDAETA;0241-8389927;;ACTIVO;marvic.davila@am.sony.com;TARIFA NAC2012;CREDITO;2012-06-06;
CR465HH;MADESA;BRM;EDO LARA, MUN IRIBARREN, PARROQUIA SANTA ROSA. AV LARA CON CALLE LEONES. C.C RIO LAMA, NIVEL SOTANO. C.P. 3001;J-00075911-1;CARLA SUAREZ;0251-255-4411;EDO LARA, MUN IRIBARREN, PARROQUIA SANTA ROSA. AV LARA CON CALLE LEONES. C.C RIO LAMA, NIVEL SOTANO. C.P. 3001;ACTIVO;;TARIFA NAC2012;CREDITO;2010-12-29;
CR465II;GRUPO DARTISY (MAX CENTER) - LA TRINIDAD;CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-00075911-1;RAMI MONTANEL;0212.239.22.23;URB BOLEITA NORTE CALLE "E" EDIF MARLON PH, FRENTE LABORATORIOS MEYER, PARROQUIA LEONCIO MARTINEZ MUNICIPIO SUCRE. BOLEITA NORTE. (DIAS MIERCOLES DE 2 A 5PM) ;ACTIVO;asaborido@maxcenter.com.ve;TARIFA NAC2012;CREDITO;2012-03-20;
CR465JJ;NATIONAL SALES R.I, C.A (NASRI);CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-30581401-5;MILAGROS AGUILERA/ NEDIA JIMENEZ;0212-632-74-35/ 84-66;AV. NUEVA GRANADA. EDIF. NASRI PB, DEPART DE DESPACHO, FRENTE A LA CLINICA ATIAS, URB LOS ROSALES. CARACAS. (DIAS DE LUNES A VIERNES DE 8:30AM A 5:00PM);ACTIVO;nasrilasupertienda@cantv.net;TARIFA NAC2012;CREDITO;2012-07-31;
CR465KK;INVERSIONES CHAPELO (ELECTRONICA CHACAO);CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-29458413-6;VICTOR GARCIA;0212-266-94-43;AVENIDA FRANCISCO DE MIRANDA, CRUCE CON AVENIDA PRINCIPAL DE BELLO CAMPO, EDIFICIO BELLO CAMPO. PB. CARACAS. (DIAS LUNES DE 8:30AM A 12M);ACTIVO;;TARIFA NAC2012;CREDITO;2012-08-07;
CR475A;MULTISERVICIOS JJ 2000 C.A.;CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-00075911-1;CARLOS LANDAETA;0241-8389927;CARRERA 19 ENTRE 33 Y 34,  EDIF.DON PANCHO, LOCAL-3. BARQUISIMETO, LARA;ACTIVO;marvic.davila@am.sony.com;TARIFA NAC2012;CREDITO;2012-08-07;
CR475B;ALRUSZ ELECTRONICS;CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-00075911-1;CARLOS LANDAETA;0241-8389927;AV. PPAL DE MACARACUAY MULTICENTRO  EMPRESARIAL MACARACUAY. LOCAL 25 Y 27	CARACAS	DISTRITO CAPITAL;ACTIVO;marvic.davila@am.sony.com;TARIFA NAC2012;CREDITO;2011-12-12;
CR475C;CENTRO TEGNOLOGICO J3E  C.A.;CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-00075911-1;CARLOS LANDAETA;0241-8389927;CALLE HUMBOLDT ENTRE AV. FACULTAD Y AV. LAS CIENCIAS, QTA. TERAUDI. URBANIZACION LOS CHAGUARAMOS	CARACAS	DISTRITO CAPITAL;ACTIVO;marvic.davila@am.sony.com;TARIFA NAC2012;CREDITO;2012-08-01;
CR475D;VIMATIC ELECTRONICA, S.A.;CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-00075911-1;CARLOS LANDAETA;0241-8389927;AV. LECUNA EDIF.TACAGUA NIVEL  BOLIVAR L-2 CB-72. PARQUE CENTRAL	CARACAS	DISTRITO CAPITAL;ACTIVO;marvic.davila@am.sony.com;TARIFA NAC2012;CREDITO;;
CR475E;ELECTRO HOME RC, C.A.;CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-00075911-1;CARLOS LANDAETA;0241-8389927;C.C. PLAZA TRINIDAD, PB. LOCAL 38B  Y 39 LOMAS DE LA TRINIDAD	CARACAS	MIRANDA;ACTIVO;marvic.davila@am.sony.com;TARIFA NAC2012;CREDITO;2011-12-12;
CR475F;RHENDER COMPONENTES ELECTRONICOS;CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-00075911-1;CARLOS LANDAETA;0241-8389927;AV PPAL LAS MERCEDES EST SUBT  LA TRINIDAD L. 25 Y 26  LAS MERCEDES	CARACAS	MIRANDA;ACTIVO;marvic.davila@am.sony.com;TARIFA NAC2012;CREDITO;2011-12-12;
CR475G;NEL MAR C.A. REPRESENTACIONES (SONY DE VZLA);CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-00075911-1;CARLOS LANDAETA;0241-8389927;AV. BOLIVAR C.C. REAL PLAZA NIVEL MEZANINA LOC. 4 	CHARALLAVE	MIRANDA;ACTIVO;marvic.davila@am.sony.com;TARIFA NAC2012;CREDITO;2012-08-10;
CR475H;CENTRO ELECTRONICO J.M.CA;CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-00075911-1;CARLOS LANDAETA;0241-8389927;AV INDEPENDENCIA AL FRENTE  DEL PASEO MANAURE. 	CORO	FALCON;ACTIVO;marvic.davila@am.sony.com;TARIFA NAC2012;CREDITO;2011-08-25;
CR476;TECNOFIC (FLETES DIRECTOS);CCS;AV. PRINCIPAL DE LOS CORTIJOS DE LOURDES, EDF. LOS HERMANOS, PISO 1, OFC. N-10.;.;YNGRID;04125822577;AV. PRINCIPAL DE LOS CORTIJOS DE LOURDES, EDF. LOS HERMANOS, PISO 1, OFC. N-10.;ACTIVO;yngrid.ruiz@tecnofic1.com;TARIFA NAC2012;CREDITO;2012-07-11;
CR475I;LABORATORIO DE T.V.SONIDO;CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-00075911-1;CARLOS LANDAETA;0241-8389927;AV. SANTA ROSA N°-50 EDF. EQUIMARCO  	CUMANA	EDO SUCRE;ACTIVO;marvic.davila@am.sony.com;TARIFA NAC2012;CREDITO;2011-11-22;
CR475J;I.S.E SERVICIOS, C.A;CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-00075911-1;CARLOS LANDAETA;0241-8389927;CALLE 78 DR.PORTILLO C.C.  BUENOS AIRES LOCAL 15. 	MARACAIBO	ZULIA;ACTIVO;marvic.davila@am.sony.com;TARIFA NAC2012;CREDITO;2012-07-12;
CR475K;SONICA PLAZA LAS MADRES;CBL;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-00075911-1;CARLOS LANDAETA;0241-8389927;SECTOR PARAISO C.C. SANTA MARIA  CALLE 74A LOCAL 6 	MARACAIBO	ZULIA;ACTIVO;marvic.davila@am.sony.com;TARIFA NAC2012;CREDITO;;
CR475L;RG SERVIC C.A.;CCS;AV. PRINCIPAL COLINA DE BELLO MONTE, EDF. OFICENTRO COLINAS, PISO 1, OFC. S/N, URB. BELLO MONTE, CARACAS.;J-00075911-1;CARLOS LANDAETA;0241-8389927;CALLE 77 ENTRE AVENIDAS 14 Y 15 DELICIAS #14A-55 TORRE77 LOCAL PB-1	MARACAIBO	ZULIA;ACTIVO;marvic.davila@am.sony.com;TARIFA NAC2012;CREDITO;2012-08-09;
